"id","sessionId","timestamp","gyroX","gyroY","gyroZ","angularSpeed_rad_s","angularAccel_rad_s2","omegaAzimuth","omegaElevation","roll_deg","pitch_deg","dtS"
"SYNTH003","1736941896049","2025-01-15T11:51:36.329559","1.09634","-0.15628","1.2829","1.69476","78.0518","-6.945","-40.308","24.641","6.052","0.006796"
"SYNTH003","1736941896049","2025-01-15T11:51:36.340944","2.40336","1.73027","-0.29186","2.97576","473.3841","99.574","-53.867","20.659","7.464","0.004175"
"SYNTH003","1736941896049","2025-01-15T11:51:36.343978","-0.64733","-1.23901","1.6982","2.19956","-255.7964","-36.115","17.116","18.671","17.8","0.003034"
"SYNTH003","1736941896049","2025-01-15T11:51:36.439636","-1.58211","0.76651","-1.16298","2.10787","116.9183","146.611","48.64","12.389","-11.029","0.004147"
"SYNTH003","1736941896049","2025-01-15T11:51:36.459887","1.66439","-0.07271","0.42204","1.71861","56.0087","-9.775","-75.57","9.904","-7.447","0.007658"
"SYNTH003","1736941896049","2025-01-15T11:51:36.515414","-1.13375","2.05982","-0.41625","2.38778","245.1468","101.424","28.347","5.645","10.542","0.005673"
"SYNTH003","1736941896049","2025-01-15T11:51:36.525805","1.57208","-0.50597","-0.01529","1.65156","239.4332","-91.73","-72.152","22.409","11.488","0.003294"
"SYNTH003","1736941896049","2025-01-15T11:51:36.535780","0.56869","0.69144","2.5264","2.68034","272.3884","15.306","-12.25","18.98","23.263","0.003984"
"SYNTH003","1736941896049","2025-01-15T11:51:36.555200","1.4325","-0.30691","-1.15884","1.86793","41.5948","-165.166","-50.076","9.644","20.834","0.007977"
"SYNTH003","1736941896049","2025-01-15T11:51:36.558441","-0.19259","-0.18605","-2.75528","2.76827","277.7999","-176.137","3.989","13.365","-13.758","0.003241"
"SYNTH003","1736941896049","2025-01-15T11:51:36.564315","1.88876","-0.74524","1.53777","2.54706","-37.663","-25.856","-47.863","-5.509","-2.033","0.005873"
"SYNTH003","1736941896049","2025-01-15T11:51:36.567410","-0.19683","-0.72083","-3.64485","3.72065","379.2041","-168.813","3.032","1.499","10.087","0.003095"
"SYNTH003","1736941896049","2025-01-15T11:51:36.573244","-0.48488","-0.02009","-1.7159","1.78321","-332.0812","-179.329","15.778","-19.034","-13.458","0.005834"
"SYNTH003","1736941896049","2025-01-15T11:51:36.578249","-0.61535","0.27467","1.98416","2.09547","62.3951","7.881","17.077","-22.399","-21.261","0.005005"
"SYNTH003","1736941896049","2025-01-15T11:51:36.592464","1.51983","0.84061","-0.04649","1.73744","398.8375","93.166","-61.016","8.79","-16.017","0.003205"
"SYNTH003","1736941896049","2025-01-15T11:51:36.601680","1.27472","-1.58015","0.63901","2.12841","160.3499","-67.982","-36.792","5.134","-22.434","0.003975"
"SYNTH003","1736941896049","2025-01-15T11:51:36.607485","-1.11904","-0.89576","1.65899","2.19246","11.0324","-28.367","30.691","6.618","7.52","0.005805"
"SYNTH003","1736941896049","2025-01-15T11:51:36.624990","-1.49259","0.9159","-1.6499","2.406","262.4032","150.964","38.342","7.683","-19.415","0.006788"
"SYNTH003","1736941896049","2025-01-15T11:51:36.635762","1.60161","0.07955","-1.26534","2.04268","206.5253","176.403","-51.635","-23.941","1.274","0.003981"
"SYNTH003","1736941896049","2025-01-15T11:51:36.641937","0.09882","-2.22998","-0.28306","2.25004","33.5772","-97.234","-2.517","-20.568","7.169","0.006176"
"SYNTH003","1736941896049","2025-01-15T11:51:36.658664","1.36168","-0.00865","1.17142","1.79624","166.6086","-0.423","-49.295","-2.616","-13.172","0.005371"
"SYNTH003","1736941896049","2025-01-15T11:51:36.683035","1.212","-0.91312","-0.68236","1.66383","196.5303","-126.77","-46.756","-21.371","11.308","0.004007"
"SYNTH003","1736941896049","2025-01-15T11:51:36.688273","0.7873","1.06182","1.18004","1.77194","20.6404","41.981","-26.379","-2.664","-13.243","0.005238"
"SYNTH003","1736941896049","2025-01-15T11:51:36.694647","-1.81628","-0.84609","0.66213","2.11025","53.0789","-51.954","59.395","2.211","-14.272","0.006374"
"SYNTH003","1738237124820","2025-01-30T11:38:44.826771","0.58632","1.99181","1.04473","2.32434","237.937","62.322","-14.611","21.62","20.87","0.003763"
"SYNTH003","1738237124820","2025-01-30T11:38:44.834473","-0.9099","-0.28967","2.24712","2.44159","15.2228","-7.345","21.88","17.242","-9.749","0.007702"
"SYNTH003","1738237124820","2025-01-30T11:38:44.842129","0.58737","1.4005","-1.70956","2.2867","-20.2309","140.675","-14.884","-6.503","-14.148","0.007656"
"SYNTH003","1738237124820","2025-01-30T11:38:44.851180","0.93371","-0.34056","-2.27467","2.48233","155.5721","-171.485","-22.095","24.84","-0.292","0.005494"
"SYNTH003","1738237124820","2025-01-30T11:38:44.869549","-1.60105","-0.71431","0.42658","1.80432","45.4814","-59.155","62.541","-4.429","-5.176","0.006116"
"SYNTH003","1738237124820","2025-01-30T11:38:44.872898","1.08217","1.27844","0.8693","1.88711","24.7173","55.786","-34.991","-3.602","-18.1","0.00335"
"SYNTH003","1738237124820","2025-01-30T11:38:44.907706","0.33198","1.87971","-0.06514","1.90991","91.9013","91.985","-10.01","-10.026","-19.419","0.005632"
"SYNTH003","1738237124820","2025-01-30T11:38:44.912619","0.89126","0.00983","1.37054","1.63488","-55.9749","0.411","-33.035","-0.405","18.037","0.004913"
"SYNTH003","1738237124820","2025-01-30T11:38:44.953345","1.70212","0.68519","0.45439","1.89028","102.0581","56.449","-64.218","-7.32","19.144","0.007693"
"SYNTH003","1738237124820","2025-01-30T11:38:44.965098","-1.81784","0.13261","-0.01299","1.82272","312.6737","95.596","85.808","-14.503","-23.076","0.003785"
"SYNTH003","1738237124820","2025-01-30T11:38:44.987233","-0.44935","-1.42641","1.29039","1.97526","97.6865","-47.866","13.149","3.734","-21.528","0.007398"
"SYNTH003","1738237124820","2025-01-30T11:38:45.025172","-1.02125","-0.90052","-0.92445","1.64575","14.0635","-135.751","38.355","-23.686","-9.735","0.003738"
"SYNTH003","1738237124820","2025-01-30T11:38:45.041792","0.31196","0.83768","1.65919","1.88466","290.3414","26.788","-9.528","-1.807","-20.477","0.005121"
"SYNTH003","1738237124820","2025-01-30T11:38:45.047576","2.98055","0.98648","-0.71085","3.21902","230.694","125.776","-67.807","-5.346","-14.315","0.005784"
"SYNTH003","1738237124820","2025-01-30T11:38:45.057285","-1.27544","-0.42888","-2.16817","2.55179","312.9962","-168.811","29.988","-24.202","-13.982","0.006672"
"SYNTH003","1738237124820","2025-01-30T11:38:45.106538","0.90026","-0.38503","-1.92521","2.1599","116.4036","-168.69","-24.633","8.791","14.766","0.007542"
"SYNTH003","1738237124820","2025-01-30T11:38:45.123907","-1.6739","0.04707","1.12462","2.01716","193.9971","2.397","56.081","-7.833","23.47","0.006078"
"SYNTH003","1738237124820","2025-01-30T11:38:45.136096","1.13154","-0.67953","-1.04923","1.68613","109.0141","-147.071","-42.151","-20.026","18.419","0.006402"
"SYNTH003","1738237124820","2025-01-30T11:38:45.174464","-1.39455","2.10085","-1.13338","2.76457","401.0888","118.346","30.294","22.654","14.925","0.004057"
"SYNTH003","1738237124820","2025-01-30T11:38:45.177634","-1.33567","-0.80768","-0.88749","1.79555","-305.7437","-137.695","48.063","-17.273","1.104","0.003169"
"SYNTH003","1738237124820","2025-01-30T11:38:45.191447","0.91668","1.66319","1.02136","2.15631","168.4025","58.446","-25.158","-6.339","9.666","0.005076"
"SYNTH003","1738237124820","2025-01-30T11:38:45.198832","0.04941","-1.91424","0.8886","2.11101","-6.1347","-65.099","-1.341","-20.649","13.747","0.007385"
"SYNTH003","1738237124820","2025-01-30T11:38:45.218892","-1.35209","-0.81757","-0.85961","1.79875","130.4292","-136.436","48.736","-11.767","-4.038","0.007038"
"SYNTH003","1738237124820","2025-01-30T11:38:45.229747","-1.24261","1.20744","0.02585","1.73282","99.6047","88.773","45.816","-3.651","17.949","0.003243"
"SYNTH003","1738237124820","2025-01-30T11:38:45.238010","-1.76493","0.52576","0.887","2.04406","159.5714","30.657","59.706","15.212","-12.555","0.0046"
"SYNTH003","1738237124820","2025-01-30T11:38:45.255242","-2.12208","-0.07094","0.82862","2.27923","251.8934","-4.893","68.6","16.145","12.564","0.004463"
"SYNTH003","1738237124820","2025-01-30T11:38:45.265149","1.62013","0.96982","-0.94044","2.10945","145.423","134.119","-50.178","-6.757","0.623","0.00613"
"SYNTH003","1738237124820","2025-01-30T11:38:45.283915","-2.06972","0.35758","0.258","2.11617","197.4114","54.189","77.973","21.899","-16.258","0.006741"
"SYNTH003","1738237124820","2025-01-30T11:38:45.299511","-0.18745","1.16151","1.18646","1.67091","131.9784","44.391","6.441","18.605","16.806","0.007951"
"SYNTH003","1738237124820","2025-01-30T11:38:45.306680","1.78234","0.62726","-0.46547","1.94599","38.3717","126.578","-66.335","-23.775","-4.852","0.007169"
"SYNTH003","1738237124820","2025-01-30T11:38:45.314334","-1.79366","-0.53862","0.67939","1.9922","6.0374","-38.407","64.202","-1.378","-23.833","0.007655"
"SYNTH003","1738237124820","2025-01-30T11:38:45.333634","-0.51337","-0.27863","-1.68936","1.78749","147.0095","-170.634","16.691","11.876","9.373","0.00733"
"SYNTH003","1738237124820","2025-01-30T11:38:45.340027","0.45733","0.53658","2.18037","2.29152","78.8342","13.825","-11.512","5.013","-6.833","0.006394"
"SYNTH003","1738237124820","2025-01-30T11:38:45.366280","1.29139","0.93079","0.66891","1.7267","218.8162","54.297","-48.408","-19.242","-7.213","0.005248"
"SYNTH003","1738237124820","2025-01-30T11:38:45.381289","1.26416","1.07846","-0.25358","1.68092","62.2373","103.232","-48.77","-22.993","6.851","0.003937"
"SYNTH003","1738237124820","2025-01-30T11:38:45.440998","0.34541","-1.72942","0.30591","1.78991","101.351","-79.969","-11.127","-21.785","10.891","0.0048"
"SYNTH003","1738237124820","2025-01-30T11:38:45.450798","0.88308","1.38891","-0.59411","1.74982","292.0247","113.159","-30.309","-14.032","-0.107","0.003837"
"SYNTH003","1738237124820","2025-01-30T11:38:45.469630","1.52889","-0.82978","0.44134","1.79466","47.1073","-61.993","-58.42","-8.754","-14.393","0.004366"
"SYNTH004","1742797853311","2025-03-24T06:30:53.326918","0.0486","0.77903","-2.33403","2.46108","163.2291","161.543","-1.131","9.01","1.874","0.006722"
"SYNTH004","1742797853311","2025-03-24T06:30:53.345472","-0.97729","-0.51566","-1.209","1.63789","28.4199","-156.901","36.632","2.843","14.249","0.004397"
"SYNTH004","1742797853311","2025-03-24T06:30:53.363904","0.66377","-1.57745","0.29148","1.73605","150.8282","-79.531","-22.479","4.91","13.239","0.004148"
"SYNTH004","1742797853311","2025-03-24T06:30:53.371835","1.07305","1.22052","-1.33879","2.10558","46.5952","137.646","-30.639","15.354","-7.986","0.007931"
"SYNTH004","1742797853311","2025-03-24T06:30:53.375989","-0.04129","1.97378","-1.37778","2.40744","72.6621","124.917","0.983","14.366","-8.572","0.004154"
"SYNTH004","1742797853311","2025-03-24T06:30:53.399586","0.96622","1.48958","-1.10783","2.09277","276.5753","126.639","-27.496","-12.376","-22.55","0.005909"
"SYNTH004","1742797853311","2025-03-24T06:30:53.418485","-1.84106","-1.0118","-0.11166","2.10373","426.0992","-96.298","61.061","-9.867","-14.326","0.003521"
"SYNTH004","1742797853311","2025-03-24T06:30:53.446282","1.48391","1.80187","-0.65272","2.42379","186.3609","109.913","-37.751","-19.198","-11.408","0.0067"
"SYNTH004","1742797853311","2025-03-24T06:30:53.467701","-0.92304","1.51424","-0.20362","1.78505","160.6378","97.659","31.138","16.313","13.143","0.006521"
"SYNTH004","1742797853311","2025-03-24T06:30:53.471973","-0.98855","-0.24093","1.41425","1.74224","-10.0212","-9.668","34.569","21.349","-4.663","0.004272"
"SYNTH004","1742797853311","2025-03-24T06:30:53.498654","0.76142","0.06346","-1.91318","2.06011","205.8835","178.1","-21.691","-23.678","1.406","0.003403"
"SYNTH004","1742797853311","2025-03-24T06:30:53.515372","1.3626","-0.57412","1.24456","1.93267","187.0401","-24.764","-44.832","-21.788","10.305","0.006309"
"SYNTH004","1742797853311","2025-03-24T06:30:53.522797","1.94124","0.77353","-0.44499","2.13653","27.4532","119.91","-65.312","-14.419","2.575","0.007426"
"SYNTH004","1742797853311","2025-03-24T06:30:53.616022","-0.98703","0.25451","2.38084","2.58987","161.2166","6.102","22.403","-0.97","19.054","0.007487"
"SYNTH004","1742797853311","2025-03-24T06:30:53.621765","1.08433","-0.21543","-2.10076","2.37389","-37.6056","-174.145","-27.179","19.49","2.692","0.005743"
"SYNTH004","1742797853311","2025-03-24T06:30:53.644284","-0.11929","-2.37392","0.15994","2.38229","340.9018","-86.146","2.87","-1.147","-5.946","0.004245"
"SYNTH004","1742797853311","2025-03-24T06:30:53.662376","-0.25007","-0.5392","1.69816","1.79917","56.2236","-17.616","7.99","-17.481","3.388","0.004834"
"SYNTH004","1742797853311","2025-03-24T06:30:53.679665","1.6649","1.04006","0.8264","2.12992","467.744","51.531","-51.414","-6.827","-6.249","0.003316"
"SYNTH004","1742797853311","2025-03-24T06:30:53.684535","-0.49984","-1.45879","1.39962","2.08251","-9.7347","-46.186","13.888","7.128","-5.824","0.00487"
"SYNTH004","1742797853311","2025-03-24T06:30:53.690136","-0.73887","-0.68916","-2.00188","2.2424","28.549","-161.004","19.238","-19.052","-19.085","0.005601"
"SYNTH004","1742797853311","2025-03-24T06:30:53.693864","-0.42723","2.39032","-0.23428","2.43947","52.86","95.598","10.086","23.994","7.31","0.003728"
"SYNTH004","1742797853311","2025-03-24T06:30:53.704473","2.43903","1.17655","1.74317","3.22053","465.3882","34.017","-49.23","-18.781","19.278","0.00486"
"SYNTH004","1742797853311","2025-03-24T06:30:53.718155","0.5243","-1.54739","0.07559","1.63555","37.784","-87.203","-18.697","-6.707","-10.924","0.007803"
"SYNTH004","1742797853311","2025-03-24T06:30:53.724914","-0.19563","0.31555","-1.60086","1.64335","1.1539","168.849","6.837","-17.651","20.277","0.006758"
"SYNTH004","1742797853311","2025-03-24T06:30:53.750070","1.58651","-0.65139","0.10535","1.71826","42.3596","-80.813","-67.417","7.585","18.28","0.004506"
"SYNTH004","1742797853311","2025-03-24T06:30:53.763021","0.30247","-0.31419","1.70267","1.75763","175.167","-10.455","-9.909","7.47","8.603","0.00316"
"SYNTH004","1742797853311","2025-03-24T06:30:53.767694","0.81391","-1.55125","1.38924","2.2358","102.3296","-48.154","-21.348","5.162","-0.107","0.004673"
"SYNTH004","1742797853311","2025-03-24T06:30:53.814457","-1.18332","-1.01355","-1.37381","2.07722","178.0295","-143.581","34.727","19.688","-14.355","0.003376"
"SYNTH004","1742797853311","2025-03-24T06:30:53.830136","-1.9527","-0.13288","-0.95385","2.17728","195.4755","-172.069","63.748","-11.335","-21.423","0.00402"
"SYNTH004","1742797853311","2025-03-24T06:30:53.836913","-0.65791","-2.51544","-0.10019","2.60198","62.674","-92.281","14.646","-4.18","13.087","0.006776"
"SYNTH004","1742797853311","2025-03-24T06:30:53.850145","0.62122","-1.36982","1.19805","1.92293","169.5393","-48.827","-18.848","23.098","-1.361","0.007553"
"SYNTH004","1742797853311","2025-03-24T06:30:53.862014","1.43461","0.9315","-1.23579","2.11021","244.7773","142.992","-42.831","-22.748","16.002","0.003725"
"SYNTH004","1742797853311","2025-03-24T06:30:53.866419","-0.86736","-1.60334","0.4424","1.87583","-53.2091","-74.574","27.541","-21.335","-12.548","0.004405"
"SYNTH004","1742797853311","2025-03-24T06:30:53.870717","1.38256","-1.01185","1.04994","2.0094","31.074","-43.942","-43.476","22.735","19.632","0.004299"
"SYNTH004","1742797853311","2025-03-24T06:30:53.876592","0.88629","1.28856","0.79691","1.75527","-43.2566","58.265","-30.327","-15.656","6.266","0.005875"
"SYNTH004","1742797853311","2025-03-24T06:30:53.922952","-1.42343","-0.32995","-0.74767","1.64135","23.655","-156.188","60.138","-20.245","9.237","0.007364"
"SYNTH004","1742797853311","2025-03-24T06:30:53.928936","-0.89181","1.14127","2.17033","2.60924","161.7672","27.738","19.986","8.417","-2.308","0.005983"
"SYNTH004","1742797853311","2025-03-24T06:30:53.940955","-1.7324","0.35082","-0.36584","1.80503","133.9165","136.201","73.692","-5.392","0.975","0.005189"
"SYNTH004","1742797853311","2025-03-24T06:30:53.945961","1.6353","-0.77161","-0.7859","1.97161","33.2737","-135.526","-56.04","12.275","-7.863","0.005006"
"SYNTH004","1742797853311","2025-03-24T06:30:53.955422","0.25415","1.95572","0.63093","2.07063","172.2824","72.12","-7.05","-10.421","-12.213","0.003705"
"SYNTH004","1741821062467","2025-03-12T23:11:02.518566","-0.60574","2.44798","0.89026","2.67434","245.3418","70.015","13.091","-8.69","-16.616","0.006739"
"SYNTH004","1741821062467","2025-03-12T23:11:02.522494","-1.11045","1.24631","-0.90515","1.89887","-197.4291","125.989","35.789","1.355","14.849","0.003928"
"SYNTH004","1741821062467","2025-03-12T23:11:02.564652","0.36777","1.63116","-0.58878","1.77274","183.3497","109.848","-11.974","17.867","-16.635","0.006388"
"SYNTH004","1741821062467","2025-03-12T23:11:02.587955","1.57341","0.57837","-0.1077","1.6798","67.9094","100.549","-69.499","10.255","-16.25","0.00371"
"SYNTH004","1741821062467","2025-03-12T23:11:02.596133","1.55742","-1.72711","0.75051","2.44372","266.0393","-66.513","-39.592","-2.513","15.501","0.00365"
"SYNTH004","1741821062467","2025-03-12T23:11:02.609763","0.12002","-0.00764","2.03725","2.04079","77.5619","-0.215","-3.372","-11.147","12.725","0.00643"
"SYNTH004","1741821062467","2025-03-12T23:11:02.614439","0.93554","-1.62087","-1.75805","2.56772","112.6996","-137.325","-21.367","4.322","14.53","0.004676"
"SYNTH004","1741821062467","2025-03-12T23:11:02.623176","1.57519","-0.70624","0.63144","1.83813","190.4081","-48.201","-58.976","-1.143","1.844","0.004909"
"SYNTH004","1741821062467","2025-03-12T23:11:02.627287","-1.60284","0.66304","0.57901","1.82865","-2.3058","48.87","61.225","-6.631","1.588","0.004111"
"SYNTH004","1741821062467","2025-03-12T23:11:02.657958","-0.78127","-1.92935","0.20482","2.09159","113.3693","-83.94","21.933","-2.03","-14.968","0.006202"
"SYNTH004","1741821062467","2025-03-12T23:11:02.693356","-1.4229","-0.79994","1.62157","2.30088","211.8187","-26.258","38.2","6.637","-19.513","0.004489"
"SYNTH004","1741821062467","2025-03-12T23:11:02.708858","1.76375","-1.33241","-0.68629","2.31454","173.1439","-117.252","-49.643","5.53","-11.607","0.00623"
"SYNTH004","1741821062467","2025-03-12T23:11:02.755928","-0.25035","0.14429","1.66322","1.68813","75.8763","4.958","8.528","-10.925","4.821","0.006165"
"SYNTH004","1741821062467","2025-03-12T23:11:02.760977","0.71723","-1.0211","1.54959","1.98955","59.7009","-33.383","-21.131","22.875","23.056","0.005049"
"SYNTH004","1741821062467","2025-03-12T23:11:02.777250","0.70524","1.01662","-1.65735","2.06826","89.8275","148.475","-19.937","5.28","-8.677","0.007733"
"SYNTH004","1741821062467","2025-03-12T23:11:02.785401","0.91824","-0.92072","-1.0464","1.66908","62.8567","-138.656","-33.377","8.106","13.576","0.005029"
"SYNTH004","1741821062467","2025-03-12T23:11:02.794652","-0.35267","1.65825","-0.34193","1.72947","186.2344","101.651","11.766","-14.129","-2.602","0.003902"
"SYNTH004","1741821062467","2025-03-12T23:11:02.799761","0.59432","-2.0524","-0.59561","2.21817","95.6561","-106.183","-15.541","2.646","-18.246","0.005109"
"SYNTH004","1741821062467","2025-03-12T23:11:02.813638","-0.96713","-1.20544","0.81163","1.74562","86.4212","-56.047","33.644","14.61","15.983","0.003935"
"SYNTH004","1741821062467","2025-03-12T23:11:02.820079","-1.31003","-1.17467","0.22362","1.77371","4.361","-79.222","47.611","5.738","-7.544","0.006441"
"SYNTH004","1741821062467","2025-03-12T23:11:02.848316","-0.26895","-1.70267","-0.63735","1.83783","94.0058","-110.522","8.415","-9.209","-3.824","0.006961"
"SYNTH004","1741821062467","2025-03-12T23:11:02.880927","1.50025","0.88482","-0.17238","1.75025","121.6592","101.024","-59.0","18.459","-24.036","0.006894"
"SYNTH004","1741821062467","2025-03-12T23:11:02.921837","-1.41169","-0.62994","-0.68556","1.69106","128.9793","-137.421","56.594","15.913","4.011","0.006632"
"SYNTH004","1741821062467","2025-03-12T23:11:02.925883","0.85926","-1.30559","-1.12259","1.92434","57.6635","-130.69","-26.521","13.031","-23.39","0.004046"
"SYNTH004","1741821062467","2025-03-12T23:11:02.933569","-0.14713","-0.89909","-1.37189","1.64684","-36.1069","-146.761","5.126","6.8","17.243","0.007686"
"SYNTH004","1741821062467","2025-03-12T23:11:02.951046","-1.01769","-0.3241","1.82764","2.11683","292.2162","-10.056","28.735","-7.174","-21.85","0.00462"
"SYNTH004","1741821062467","2025-03-12T23:11:02.960113","1.33077","0.46223","2.31517","2.7101","392.6619","11.291","-29.409","2.007","-10.857","0.003649"
"SYNTH004","1741821062467","2025-03-12T23:11:02.969145","0.08804","-1.24705","1.44974","1.91433","321.3179","-40.702","-2.636","-3.369","10.212","0.003253"
"SYNTH004","1741821062467","2025-03-12T23:11:02.987549","-1.81281","-1.82102","1.06521","2.78156","247.4672","-59.674","40.672","-19.748","21.574","0.004721"
"SYNTH004","1741821062467","2025-03-12T23:11:03.005373","-1.51841","1.58052","0.22024","2.20275","245.6627","82.067","43.577","6.615","21.154","0.006503"
"SYNTH004","1741821062467","2025-03-12T23:11:03.045534","-1.16747","1.03321","-0.67234","1.6978","164.7351","123.053","43.443","0.119","-14.945","0.005499"
"SYNTH004","1741821062467","2025-03-12T23:11:03.049706","-0.31323","-1.85128","-1.0669","2.15955","110.6628","-119.955","8.34","-23.57","7.897","0.004173"
"SYNTH004","1741821062467","2025-03-12T23:11:03.064290","1.20509","-1.20243","-0.92657","1.9382","193.1308","-127.617","-38.444","-0.3","0.772","0.006694"
"SYNTH004","1741821062467","2025-03-12T23:11:03.082458","0.54241","0.46056","-1.88756","2.01723","172.3773","166.288","-15.598","-2.17","-10.521","0.003888"
"SYNTH004","1741821062467","2025-03-12T23:11:03.087339","1.01933","1.19171","-0.88383","1.8001","-44.4839","126.562","-34.49","2.518","9.029","0.004881"
"SYNTH004","1741821062467","2025-03-12T23:11:03.108865","0.06546","1.21516","1.90937","2.26419","151.7332","32.473","-1.657","9.044","14.295","0.007967"
"SYNTH004","1741821062467","2025-03-12T23:11:03.113829","1.06018","-0.36646","-1.99504","2.28877","4.9513","-169.592","-27.594","-14.335","4.076","0.004964"
"SYNTH005","1739439509064","2025-02-13T09:38:29.079335","-0.75185","1.91969","-2.85278","3.51978","306.5262","146.063","12.334","19.725","-11.067","0.007987"
"SYNTH005","1739439509064","2025-02-13T09:38:29.113334","0.39947","-1.91729","-0.46139","2.01208","62.7651","-103.531","-11.451","-22.773","23.224","0.007262"
"SYNTH005","1739439509064","2025-02-13T09:38:29.122293","1.42733","2.8084","-2.1907","3.83713","537.644","127.956","-21.838","-23.27","-9.513","0.004314"
"SYNTH005","1739439509064","2025-02-13T09:38:29.138772","0.9367","-1.79957","0.72198","2.15339","194.0006","-68.14","-25.784","-5.208","9.252","0.003739"
"SYNTH005","1739439509064","2025-02-13T09:38:29.144799","1.60599","1.45038","-0.45412","2.21112","9.579","107.386","-46.579","23.196","2.917","0.006026"
"SYNTH005","1739439509064","2025-02-13T09:38:29.151498","1.76856","1.99322","1.12334","2.89182","101.6009","60.595","-37.703","14.934","19.067","0.0067"
"SYNTH005","1739439509064","2025-02-13T09:38:29.198457","0.18542","1.03958","-1.8897","2.16473","401.8052","151.183","-4.914","-16.212","-16.867","0.003891"
"SYNTH005","1739439509064","2025-02-13T09:38:29.213072","1.84907","0.02822","-0.59715","1.94331","81.3062","177.294","-72.084","-21.224","-11.104","0.007711"
"SYNTH005","1739439509064","2025-02-13T09:38:29.229072","1.23982","1.16096","-0.87349","1.90996","175.6971","126.957","-40.476","5.806","14.205","0.00369"
"SYNTH005","1739439509064","2025-02-13T09:38:29.233685","-0.50733","0.70183","-1.61271","1.83051","-17.2223","156.482","16.09","17.353","13.724","0.004613"
"SYNTH005","1739439509064","2025-02-13T09:38:29.275931","0.0296","1.20864","-1.2288","1.72384","176.4766","135.474","-0.984","17.275","-13.625","0.005625"
"SYNTH005","1739439509064","2025-02-13T09:38:29.317027","-1.67306","-0.24504","-0.21947","1.7051","230.7502","-131.85","78.876","-7.82","13.818","0.00525"
"SYNTH005","1739439509064","2025-02-13T09:38:29.325266","-2.5831","-0.02244","1.03849","2.78413","430.1216","-1.238","68.094","-2.569","-23.544","0.003452"
"SYNTH005","1739439509064","2025-02-13T09:38:29.329731","0.34817","-1.11842","-1.65257","2.0256","-169.9051","-145.911","-9.897","-0.567","14.809","0.004464"
"SYNTH005","1739439509064","2025-02-13T09:38:29.338065","0.15675","-1.91203","-2.07263","2.82422","390.1911","-137.308","-3.182","-21.359","-12.42","0.004114"
"SYNTH005","1739439509064","2025-02-13T09:38:29.345710","1.31495","-0.93283","-1.47567","2.1856","-83.5354","-147.701","-36.988","-13.288","11.896","0.007645"
"SYNTH005","1739439509064","2025-02-13T09:38:29.370011","0.41176","-0.2877","-1.80708","1.87559","110.8387","-170.954","-12.682","8.788","14.831","0.003663"
"SYNTH005","1739439509064","2025-02-13T09:38:29.399141","-0.04041","-1.43618","-0.83076","1.65964","177.8933","-120.047","1.395","24.075","-21.328","0.005902"
"SYNTH005","1739439509064","2025-02-13T09:38:29.423047","-1.35034","-0.87748","0.40911","1.66155","109.9277","-65.004","54.36","-13.846","8.526","0.005932"
"SYNTH005","1739439509064","2025-02-13T09:38:29.435171","-0.12042","-0.90146","1.55476","1.80122","223.716","-30.105","3.833","13.533","21.513","0.006332"
"SYNTH005","1739439509064","2025-02-13T09:38:29.449413","1.42912","0.09052","-1.19193","1.86314","109.9769","175.657","-50.09","-18.579","8.056","0.006533"
"SYNTH005","1739439509064","2025-02-13T09:38:29.456233","-0.66354","-1.84958","-0.60794","2.0569","28.4128","-108.195","18.82","17.285","16.728","0.006819"
"SYNTH005","1739439509064","2025-02-13T09:38:29.500365","0.66333","-1.0662","-1.74789","2.15219","407.0061","-148.617","-17.952","-17.483","15.057","0.003037"
"SYNTH005","1739439509064","2025-02-13T09:38:29.511408","1.36694","1.66701","-0.39729","2.1921","140.0991","103.405","-38.578","19.119","-20.968","0.007642"
"SYNTH005","1739439509064","2025-02-13T09:38:29.521720","0.96102","1.95391","-0.00136","2.17746","196.6918","90.04","-26.19","15.094","-8.054","0.006891"
"SYNTH005","1739439509064","2025-02-13T09:38:29.531945","1.043","-0.0176","-1.52611","1.84856","261.3369","-179.339","-34.348","-8.68","17.308","0.006288"
"SYNTH005","1739439509064","2025-02-13T09:38:29.546657","-0.85036","1.73638","0.69594","2.05487","167.3323","68.159","24.446","9.737","-11.913","0.004882"
"SYNTH005","1739439509064","2025-02-13T09:38:29.551545","0.0738","-0.5653","-1.5426","1.64457","-83.9418","-159.874","-2.572","23.039","-14.4","0.004888"
"SYNTH005","1739439509064","2025-02-13T09:38:29.556926","1.17339","1.38513","-0.1381","1.82058","32.7085","95.694","-40.129","11.156","-1.113","0.005381"
"SYNTH005","1739439509064","2025-02-13T09:38:29.575955","2.20233","-1.28559","0.12295","2.55306","205.4632","-84.537","-59.612","0.579","7.233","0.00693"
"SYNTH005","1739439509064","2025-02-13T09:38:29.581711","-0.05164","0.98768","1.65181","1.92526","-109.0719","30.877","1.537","19.019","13.673","0.005756"
"SYNTH005","1739439509064","2025-02-13T09:38:29.586378","0.09616","-2.4944","-0.93527","2.66571","158.6508","-110.553","-2.067","-6.217","17.745","0.004667"
"SYNTH005","1739439509064","2025-02-13T09:38:29.596166","0.53735","-1.13569","1.04283","1.6328","38.6255","-47.441","-19.214","-10.775","-16.794","0.005444"
