"id","sessionId","initialX","initialY","flingVelocityX","flingVelocityY","duration","pathLength_px","straightLineDistance_px","straightnessIndex","meanSpeed_px_s","snPathLength","screenDiagonalPx"
"SYNTH006","1737938433312","50.16","431.03","1708.3","1393.3","0.4358","336.91","318.96","0.9467","773.1","0.3777","892.0"
"SYNTH006","1737938433312","26.63","715.42","735.4","-14.8","0.1267","125.74","123.67","0.9835","992.4","0.141","892.0"
"SYNTH006","1737938433312","174.99","647.5","695.2","-246.5","0.0851","191.22","146.9","0.7682","2247.0","0.2144","892.0"
"SYNTH006","1737938433312","170.69","481.19","324.2","716.9","0.1249","471.65","394.75","0.8369","3776.2","0.5288","892.0"
"SYNTH006","1737938433312","361.65","496.04","882.4","1188.3","0.125","148.74","114.41","0.7692","1189.9","0.1667","892.0"
"SYNTH006","1737938433312","211.44","260.71","2119.7","-1089.6","0.4089","107.97","96.84","0.8969","264.1","0.121","892.0"
"SYNTH006","1737938433312","164.03","84.41","1048.1","-305.9","0.2261","211.86","210.33","0.9928","937.0","0.2375","892.0"
"SYNTH006","1737938433312","248.54","265.24","707.5","697.7","0.1332","223.12","171.73","0.7697","1675.1","0.2501","892.0"
"SYNTH006","1737938433312","132.36","600.32","1785.6","848.1","0.0966","201.37","178.64","0.8871","2084.6","0.2257","892.0"
"SYNTH006","1737938433312","182.62","545.98","-392.1","144.7","0.1065","153.2","145.57","0.9502","1438.5","0.1717","892.0"
"SYNTH006","1737938433312","93.11","58.2","-463.0","-185.2","0.1242","122.9","98.81","0.804","989.6","0.1378","892.0"
"SYNTH006","1740253609084","284.18","321.24","-1215.8","-36.1","0.4625","287.83","233.28","0.8105","622.3","0.3227","892.0"
"SYNTH006","1740253609084","200.24","275.51","-1553.8","-1378.0","0.2176","131.83","127.15","0.9645","605.9","0.1478","892.0"
"SYNTH006","1740253609084","123.38","224.18","-161.5","-912.3","0.445","111.03","96.1","0.8655","249.5","0.1245","892.0"
"SYNTH006","1740253609084","233.51","302.38","-433.1","1286.5","0.0825","469.87","355.31","0.7562","5695.3","0.5268","892.0"
"SYNTH006","1740253609084","29.66","179.72","822.9","-1303.8","0.453","370.63","314.36","0.8482","818.2","0.4155","892.0"
"SYNTH006","1740253609084","352.95","480.93","-1236.2","-1547.9","0.468","334.58","284.06","0.849","714.9","0.3751","892.0"
"SYNTH006","1740253609084","100.32","272.98","-599.1","281.9","0.4457","251.43","186.7","0.7426","564.1","0.2819","892.0"
"SYNTH006","1740253609084","193.41","286.34","414.8","-978.4","0.2434","288.45","226.75","0.7861","1185.1","0.3234","892.0"
"SYNTH006","1740253609084","147.46","237.43","845.4","624.7","0.3994","115.17","99.74","0.866","288.3","0.1291","892.0"
"SYNTH006","1740253609084","79.67","318.7","-571.1","-262.7","0.1151","407.81","305.99","0.7503","3543.1","0.4572","892.0"
"SYNTH006","1740253609084","49.92","338.87","-394.0","-507.6","0.3214","176.45","137.37","0.7785","549.0","0.1978","892.0"
"SYNTH006","1740253609084","250.51","424.97","-9.1","-352.1","0.2161","514.95","395.1","0.7673","2382.9","0.5773","892.0"
"SYNTH006","1740253609084","378.91","540.11","888.7","-1331.7","0.3164","421.62","329.64","0.7818","1332.6","0.4727","892.0"
"SYNTH006","1740253609084","28.55","193.9","-397.6","-11.0","0.1795","167.27","165.61","0.9901","931.9","0.1875","892.0"
"SYNTH006","1740253609084","113.06","280.67","53.9","1171.4","0.4648","313.98","302.48","0.9634","675.5","0.352","892.0"
"SYNTH006","1740253609084","299.6","708.08","328.1","-466.4","0.1878","418.08","339.59","0.8123","2226.2","0.4687","892.0"
"SYNTH006","1740253609084","248.05","535.51","-911.4","456.5","0.3598","438.3","358.55","0.8181","1218.2","0.4914","892.0"
"SYNTH006","1740253609084","125.12","641.26","-1401.9","482.0","0.327","257.66","219.94","0.8536","788.0","0.2889","892.0"
