"id","sessionId","startTime","endTime","TapPressTime","TapReleaseTime","TapDuration","TapInitialGlobalLocationX","TapInitialGlobalLocationY","TapFinalGlobalLocationX","TapFinalGlobalLocationY","normalizedX","normalizedY","_targetSizeAre"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019735992","1741019736080","88","313.92","515.58","312.27","516.3","0.7848","0.6445","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019730707","1741019730783","76","139.66","350.08","139.87","350.95","0.3491","0.4376","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019734968","1741019735043","75","153.47","40.03","153.46","40.01","0.3837","0.05","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019731421","1741019731462","41","229.12","66.19","230.21","65.53","0.5728","0.0827","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019731654","1741019731738","84","87.9","366.61","87.73","367.59","0.2198","0.4583","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019730247","1741019730342","95","82.17","443.65","83.64","442.51","0.2054","0.5546","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019734025","1741019734083","58","312.41","587.66","311.64","588.43","0.781","0.7346","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019733040","1741019733083","43","379.98","207.6","380.65","207.27","0.95","0.2595","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019730436","1741019730510","74","247.84","135.9","248.73","136.43","0.6196","0.1699","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019731317","1741019731418","101","208.37","55.8","208.21","57.56","0.5209","0.0697","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019729187","1741019729257","70","214.36","160.1","213.29","159.74","0.5359","0.2001","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019729093","1741019729172","79","369.24","459.69","369.63","459.62","0.9231","0.5746","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019731710","1741019731772","62","342.27","533.23","342.14","534.77","0.8557","0.6665","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019728936","1741019729000","64","108.69","685.65","107.71","685.6","0.2717","0.8571","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019732673","1741019732754","81","117.45","171.57","118.02","171.38","0.2936","0.2145","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019732929","1741019733000","71","91.31","104.03","92.85","103.53","0.2283","0.13","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019734650","1741019734723","73","219.57","364.35","220.7","364.19","0.5489","0.4554","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019733543","1741019733648","105","190.72","68.89","189.78","68.26","0.4768","0.0861","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019728950","1741019729030","80","202.13","142.11","203.25","141.15","0.5053","0.1776","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019731870","1741019731932","62","181.77","240.93","181.89","241.55","0.4544","0.3012","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019736840","1741019736908","68","123.14","247.3","122.48","248.15","0.3079","0.3091","1727"
"SYNTH002","1741019728690","2025-03-03T16:35:28.690000","2025-03-03T16:35:38.690000","1741019731595","1741019731688","93","83.07","722.4","83.61","722.06","0.2077","0.903","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859310634","1740859310712","78","189.97","157.97","191.13","157.29","0.4749","0.1975","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859310723","1740859310780","57","322.01","56.89","322.35","56.52","0.805","0.0711","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859305433","1740859305508","75","181.4","298.05","181.91","299.26","0.4535","0.3726","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859310722","1740859310816","94","165.74","683.34","165.58","683.27","0.4144","0.8542","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859304172","1740859304283","111","332.36","99.91","332.99","101.36","0.8309","0.1249","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859306893","1740859306941","48","354.67","604.12","354.39","603.07","0.8867","0.7551","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859309410","1740859309506","96","240.15","267.5","240.65","267.6","0.6004","0.3344","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859307955","1740859308024","69","159.82","142.77","160.21","142.14","0.3995","0.1785","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859311536","1740859311611","75","44.38","189.95","44.18","191.17","0.1109","0.2374","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859310797","1740859310864","67","95.66","417.1","95.32","417.18","0.2392","0.5214","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859302976","1740859303063","87","372.58","93.68","371.97","93.24","0.9315","0.1171","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859311415","1740859311470","55","315.66","712.03","315.19","711.8","0.7891","0.89","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859303409","1740859303484","75","73.34","424.81","75.13","425.71","0.1834","0.531","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859307725","1740859307827","102","139.02","261.09","138.82","260.16","0.3475","0.3264","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859307259","1740859307325","66","249.35","54.44","248.44","53.9","0.6234","0.068","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859306340","1740859306402","62","311.43","582.25","311.02","581.74","0.7786","0.7278","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859304871","1740859304923","52","260.64","48.73","260.32","47.72","0.6516","0.0609","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859305860","1740859305922","62","217.26","205.94","218.45","206.49","0.5431","0.2574","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859311339","1740859311423","84","280.25","178.34","280.23","176.91","0.7006","0.2229","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859304603","1740859304693","90","61.81","561.13","61.93","560.87","0.1545","0.7014","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859310837","1740859310916","79","32.98","608.04","33.15","606.69","0.0825","0.7601","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859304219","1740859304309","90","233.73","616.68","233.62","614.76","0.5843","0.7708","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859305473","1740859305526","53","171.76","580.77","171.4","580.12","0.4294","0.726","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859311945","1740859312002","57","241.28","395.88","242.15","396.38","0.6032","0.4949","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859305306","1740859305385","79","303.62","695.87","303.23","697.07","0.7591","0.8698","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859311438","1740859311477","39","370.79","113.6","369.49","114.14","0.927","0.142","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859309550","1740859309633","83","141.47","592.8","141.93","594.24","0.3537","0.741","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859311759","1740859311822","63","344.9","70.75","344.97","69.73","0.8622","0.0884","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859308219","1740859308267","48","243.23","331.54","243.27","332.32","0.6081","0.4144","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859309298","1740859309392","94","363.11","433.61","363.15","433.43","0.9078","0.542","1727"
"SYNTH003","1740859302673","2025-03-01T20:01:42.673000","2025-03-01T20:01:52.673000","1740859307076","1740859307129","53","92.66","517.93","92.99","517.97","0.2317","0.6474","1727"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190087929","1742190088015","86","240.18","436.27","239.1","435.81","0.6004","0.5453","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190084080","1742190084135","55","225.52","40.84","225.83","39.81","0.5638","0.051","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190083317","1742190083347","30","321.91","708.5","322.74","708.65","0.8048","0.8856","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190083724","1742190083814","90","168.92","281.09","167.94","282.22","0.4223","0.3514","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190083122","1742190083220","98","183.58","736.88","183.61","736.07","0.4589","0.9211","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190079468","1742190079525","57","127.64","283.69","126.26","283.77","0.3191","0.3546","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190084797","1742190084904","107","332.82","541.99","332.42","543.67","0.832","0.6775","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190080337","1742190080423","86","113.96","121.03","113.94","120.8","0.2849","0.1513","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190081622","1742190081729","107","55.73","327.76","55.53","328.14","0.1393","0.4097","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190080244","1742190080313","69","45.82","664.25","45.44","664.02","0.1145","0.8303","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190078728","1742190078802","74","364.84","748.76","366.31","748.12","0.9121","0.9359","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190087333","1742190087419","86","72.59","282.93","73.11","282.52","0.1815","0.3537","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190082382","1742190082435","53","347.39","240.79","346.2","240.35","0.8685","0.301","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190081306","1742190081380","74","279.08","757.52","279.03","759.23","0.6977","0.9469","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190086180","1742190086270","90","204.44","568.16","204.31","569.04","0.5111","0.7102","1533"
"SYNTH003","1742190078556","2025-03-17T05:41:18.556000","2025-03-17T05:41:28.556000","1742190087037","1742190087121","84","252.94","535.51","253.22","535.55","0.6324","0.6694","1533"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277292869","1744277292923","54","47.74","132.34","47.7","132.34","0.1194","0.1654","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277299922","1744277299977","55","24.05","495.9","24.84","495.88","0.0601","0.6199","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277296550","1744277296650","100","273.46","296.21","272.39","296.46","0.6836","0.3703","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277301444","1744277301530","86","258.44","463.71","258.45","463.99","0.6461","0.5796","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277299097","1744277299180","83","167.13","611.07","167.03","611.98","0.4178","0.7638","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277299247","1744277299303","56","164.12","328.32","163.42","329.93","0.4103","0.4104","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277297356","1744277297413","57","191.48","97.14","191.44","98.65","0.4787","0.1214","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277296828","1744277296909","81","61.86","271.17","63.05","271.07","0.1547","0.339","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277293783","1744277293869","86","117.52","519.88","117.67","518.5","0.2938","0.6499","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277298121","1744277298217","96","97.2","443.56","96.65","444.27","0.243","0.5545","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277296007","1744277296094","87","295.15","198.09","296.52","198.39","0.7379","0.2476","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277300338","1744277300425","87","68.65","429.85","68.4","429.8","0.1716","0.5373","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277296121","1744277296190","69","122.48","461.47","121.66","460.34","0.3062","0.5768","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277296329","1744277296400","71","26.0","127.25","25.62","127.32","0.065","0.1591","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277299708","1744277299790","82","213.52","107.91","215.51","106.98","0.5338","0.1349","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277301996","1744277302044","48","94.57","714.28","96.31","714.65","0.2364","0.8929","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277294433","1744277294502","69","225.39","81.36","225.95","79.8","0.5635","0.1017","1422"
"SYNTH003","1744277292647","2025-04-10T09:28:12.647000","2025-04-10T09:28:22.647000","1744277296759","1744277296854","95","101.83","740.57","103.14","740.26","0.2546","0.9257","1422"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061181463","1739061181516","53","242.8","485.66","242.33","486.21","0.607","0.6071","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061178550","1739061178609","59","308.81","233.56","309.63","233.93","0.772","0.2919","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061180674","1739061180752","78","57.37","695.54","57.87","695.29","0.1434","0.8694","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061174649","1739061174696","47","299.82","429.41","300.64","428.04","0.7496","0.5368","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061179125","1739061179191","66","272.52","394.24","273.86","395.32","0.6813","0.4928","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061180059","1739061180130","71","204.53","587.97","205.55","588.82","0.5113","0.735","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061177836","1739061177891","55","180.94","377.43","180.64","376.84","0.4524","0.4718","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061180616","1739061180721","105","54.03","595.54","54.81","594.64","0.1351","0.7444","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061177835","1739061177941","106","319.28","448.36","319.45","448.09","0.7982","0.5604","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061180482","1739061180514","32","61.88","111.35","62.62","110.9","0.1547","0.1392","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061182875","1739061182946","71","35.7","480.9","35.67","482.1","0.0892","0.6011","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061178875","1739061178952","77","73.99","86.97","74.17","87.78","0.185","0.1087","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061178130","1739061178197","67","292.48","137.7","292.07","136.51","0.7312","0.1721","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061176838","1739061176939","101","352.0","611.2","351.32","611.62","0.88","0.764","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061179364","1739061179445","81","351.93","747.42","351.58","748.05","0.8798","0.9343","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061175490","1739061175522","32","268.52","181.43","268.78","180.95","0.6713","0.2268","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061177302","1739061177354","52","213.69","228.54","212.97","228.53","0.5342","0.2857","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061175951","1739061176046","95","220.51","654.03","220.28","654.04","0.5513","0.8175","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061181779","1739061181868","89","225.11","294.8","224.1","294.79","0.5628","0.3685","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061180146","1739061180201","55","146.98","390.86","146.26","391.58","0.3674","0.4886","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061177143","1739061177215","72","280.23","156.02","280.36","157.25","0.7006","0.195","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061177156","1739061177252","96","82.99","198.6","80.63","198.49","0.2075","0.2482","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061174321","1739061174390","69","290.32","496.81","289.03","496.69","0.7258","0.621","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061176023","1739061176074","51","55.25","417.71","55.18","417.1","0.1381","0.5221","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061179614","1739061179667","53","216.26","52.9","215.8","52.38","0.5407","0.0661","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061180570","1739061180677","107","318.65","333.62","318.5","333.46","0.7966","0.417","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061182774","1739061182870","96","319.46","390.06","318.8","388.63","0.7986","0.4876","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061179244","1739061179362","118","94.98","572.13","94.94","571.83","0.2375","0.7152","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061179750","1739061179825","75","328.04","502.73","328.69","503.89","0.8201","0.6284","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061181957","1739061182021","64","131.21","690.18","129.85","691.38","0.328","0.8627","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061174548","1739061174643","95","348.19","720.22","347.93","719.94","0.8705","0.9003","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061179369","1739061179443","74","241.02","600.33","240.35","598.53","0.6026","0.7504","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061179054","1739061179108","54","311.16","737.28","310.02","737.17","0.7779","0.9216","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061180324","1739061180404","80","168.24","132.93","168.79","132.76","0.4206","0.1662","1727"
"SYNTH004","1739061173557","2025-02-09T00:32:53.557000","2025-02-09T00:33:03.557000","1739061181739","1739061181769","30","323.66","207.53","325.06","206.06","0.8091","0.2594","1727"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227062427","1739227062525","98","136.39","56.07","138.74","55.7","0.341","0.0701","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227064657","1739227064746","89","142.05","530.77","141.44","530.72","0.3551","0.6635","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227066921","1739227067031","110","213.4","167.97","213.52","168.24","0.5335","0.21","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227070002","1739227070065","63","338.96","696.08","339.47","695.98","0.8474","0.8701","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227064643","1739227064708","65","176.91","69.09","176.43","70.69","0.4423","0.0864","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227068104","1739227068216","112","97.34","78.3","97.73","79.13","0.2433","0.0979","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227070431","1739227070505","74","75.37","330.04","74.47","329.19","0.1884","0.4126","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227069508","1739227069594","86","226.42","652.4","225.61","653.4","0.566","0.8155","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227063061","1739227063132","71","118.13","324.45","118.08","323.95","0.2953","0.4056","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227069652","1739227069756","104","60.95","754.45","62.08","755.12","0.1524","0.9431","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227069901","1739227069952","51","69.48","138.12","69.41","138.02","0.1737","0.1726","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227069381","1739227069459","78","340.91","160.23","339.96","160.65","0.8523","0.2003","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227063213","1739227063302","89","308.13","243.41","308.21","244.08","0.7703","0.3043","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227065609","1739227065681","72","157.58","587.64","157.55","586.78","0.3939","0.7346","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227066859","1739227066941","82","84.64","467.61","84.44","467.13","0.2116","0.5845","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227070909","1739227070976","67","309.32","703.8","308.05","703.78","0.7733","0.8797","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227066189","1739227066241","52","48.09","684.47","47.9","683.58","0.1202","0.8556","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227062376","1739227062432","56","267.98","510.25","268.96","511.79","0.67","0.6378","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227064822","1739227064893","71","119.99","328.12","118.58","329.1","0.3","0.4101","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227066725","1739227066790","65","311.52","164.08","312.8","164.88","0.7788","0.2051","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227069045","1739227069102","57","181.32","545.19","182.31","545.75","0.4533","0.6815","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227069127","1739227069185","58","139.8","356.94","138.82","357.79","0.3495","0.4462","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227068092","1739227068175","83","193.48","439.85","193.42","439.59","0.4837","0.5498","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227068730","1739227068813","83","106.16","201.5","105.98","201.3","0.2654","0.2519","1660"
"SYNTH004","1739227062053","2025-02-10T22:37:42.053000","2025-02-10T22:37:52.053000","1739227066396","1739227066450","54","371.34","115.28","371.16","114.65","0.9284","0.1441","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100777354","1741100777414","60","57.86","715.32","57.55","715.25","0.1447","0.8941","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100777539","1741100777569","30","235.08","746.65","235.9","746.6","0.5877","0.9333","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100782295","1741100782389","94","307.7","76.1","306.8","76.64","0.7693","0.0951","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100779895","1741100779969","74","359.57","706.97","360.23","706.52","0.8989","0.8837","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100785203","1741100785317","114","372.12","319.45","373.5","318.6","0.9303","0.3993","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100779748","1741100779798","50","227.47","272.46","228.5","272.35","0.5687","0.3406","1660"
"SYNTH004","1741100776637","2025-03-04T15:06:16.637000","2025-03-04T15:06:26.637000","1741100778148","1741100778197","49","210.64","441.64","210.89","442.37","0.5266","0.552","1660"
